"english","darija","includes_arabizi"
"At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.
","وفي نفس الوقت، كانت البحرية الألمانية، كتحاول توقف هاذ الحركة المرورية باستخدام الغواصات بشكل أساسي.",false
"Atoms are so incredibly tiny that trillions of them could fit into the period at the end of this sentence.
","الذرات صغيرة بزاف لدرجة أن تريليونات منها يمكن تتناسب مع المساحة الفاصلة اللي كاينة في التالي ديال هاذ الجملة.",false
"Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.
","خذا الأسترالي ميتشل جورلي المركز الحداش في بطولة سوبر-جي للرجال. وخذا المنافس التشيكي أولدريش جيلينك المركز الستاش في بطولة سوبر-جي للرجال.",false
"Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.
","وكتتوقع السلطات أن هاذشي كيشير إلى أن الحاويات اللي فيها وقود اليورانيوم في الموقع يمكن تكون تفجرت وتسربت.",false
"Bachmann, who won the Ames Straw Poll in August, decided to end her campaign.
","قررت باكمان، اللي فازت في استفتاء آميس سترو في غشت، أنها غادي تسالي حملتها الانتخابية.",false
"Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.
","التنزه على الظهر عن طريق التزلج: كيتسمى هاذ النشاط كذلك باسم التزلج على الجليد أو جولات التزلج أو المشي لمسافات طويلة على الجليد.",false
"Barcelona's official languages are Catalan and Spanish. About a half prefer to speak Catalan, a vast majority understands it, and virtually everyone knows Spanish.
","اللغات الرسمية في برشلونة هي الكاتالونية والإسبانية. تقريبا النص كيبغيوا يهضروا باللغة الكاتالونية، والغالبية العظمى منهم كيفهموها، وتقريباً كل كيعرف اللغة الإسبانية.",false
"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).
","خاصك ما تخليش الثوب يسخن أكثر من اللازم (هاذ شي يقدر يكمشه أو يشوطو في الحالات القصوى).",false
"Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).
","خاصك تكوني حازمة منين ترفضي الرجال، وما تخافيش من التمسك بالموقف ديالك (الاختلافات الثقافية ماكتعنيش أن هاذ الأمر مقبول!).",false
"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.
","لحقاش الريش ديال الديناصورات معندوش شي سلسلة مهمة وكاملة للتطور، سميتها العمود الفقري، ولكنها عندها خصائص أخرى ديال الريش -بحال النتوءات والنتوءات الصغيرة- ولقاو الباحثين باللي العمود الفقري كان غالبا نشأة تطورية جات من بعد هاذ الخصائص الأخرى.",false
"Before The Simpsons Simon had worked on several shows in various positions.
","قبل عائلة سمبسون، سيمون خدم في بزاف ديال العروض في مواقف مختلفة.",false
"Before an organization can be innovative, leadership must create a culture of innovation as well as shared knowledge and organizational learning.
","من قبل ما تكون المنظمة قادرة باش تبتكر، خاص القيادة تخلق ثقافة الابتكار والمعرفة المشتركة والتعلّم التنظيمي.",false
"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.
","ما بين الساعة 10:00 إلى 11:00 مساءً بتوقيت الجبل، شعلوا المساجن العافية في الساحة.",false
"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.
","من بعد الحدث ديال الأربع، تنافس كاربانيدو في جوج سباقات فردية في البطولة.",false
"Biological clocks are self sustaining oscillators which will continue a period of free-running cycling even in the absence of external cues.
","الساعات البيولوجية هي متذبذبات ذاتية غادي تستمر لفترات من خلال دورات متتابعة حتى في حالة ما كانتش كاينة شي مؤثراتٍ خارجية.",false
"Bipedal specializations are found in Australopithecus fossils from 4.2-3.9 million years ago, although Sahelanthropus may have walked on two legs as early as seven million years ago.
","لقاو فصائل ذات قدمين في حفريات أسترالوبيثكس من 4.2 إلى 3.9 مليون سنة فاتت، واخا أن ساحيلانثروبوس يمكن يكون مشى على جوج رجلين هاذي سبعة ملايين عام.",false
